,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
3561,6334,Male,disloyal Customer,37,Business travel,Business,296,3,3,3,2,4,3,4,4,5,5,5,4,5,4,0,0,neutral or dissatisfied
3562,330,Male,Loyal Customer,46,Business travel,Business,3293,2,4,4,4,2,4,3,2,2,2,2,1,2,3,0,5,neutral or dissatisfied
3563,122263,Female,Loyal Customer,17,Personal Travel,Eco,544,4,5,4,3,5,4,5,5,5,3,2,5,3,5,3,7,satisfied
3564,104404,Male,disloyal Customer,23,Business travel,Business,1041,0,4,0,1,3,0,3,3,5,3,5,5,5,3,0,0,satisfied
3565,104679,Male,disloyal Customer,30,Business travel,Eco Plus,641,3,3,3,4,1,3,1,1,2,3,3,4,4,1,0,0,neutral or dissatisfied
3566,64008,Female,Loyal Customer,14,Personal Travel,Eco,612,3,5,3,1,4,3,4,4,5,4,4,4,4,4,0,0,neutral or dissatisfied
3567,76639,Female,Loyal Customer,7,Personal Travel,Eco,481,4,5,4,3,1,4,1,1,1,5,2,2,2,1,2,0,satisfied
3568,55302,Male,disloyal Customer,30,Business travel,Business,1475,0,0,0,2,5,0,5,5,3,5,5,3,4,5,9,0,satisfied
3569,36304,Male,disloyal Customer,23,Business travel,Eco,187,2,0,2,3,4,2,4,4,1,3,5,1,3,4,0,0,neutral or dissatisfied
3570,32398,Female,disloyal Customer,26,Business travel,Eco,216,1,5,0,1,5,0,5,5,1,5,5,4,1,5,0,0,neutral or dissatisfied
3571,57298,Male,Loyal Customer,46,Business travel,Business,3150,0,0,0,3,4,4,4,5,5,5,5,4,5,4,0,0,satisfied
3572,50626,Female,Loyal Customer,45,Personal Travel,Eco,109,4,5,4,2,4,3,5,1,1,4,1,4,1,5,0,0,neutral or dissatisfied
3573,100817,Female,Loyal Customer,31,Business travel,Business,711,3,3,3,3,4,4,4,4,3,2,5,3,4,4,24,25,satisfied
3574,40963,Male,Loyal Customer,40,Business travel,Eco,601,1,4,2,4,1,1,1,1,4,2,3,1,3,1,0,0,neutral or dissatisfied
3575,91290,Female,Loyal Customer,61,Business travel,Business,404,5,5,5,5,2,5,4,5,5,5,5,5,5,3,0,0,satisfied
3576,44150,Female,Loyal Customer,57,Business travel,Eco Plus,120,4,2,2,2,5,4,2,3,3,4,3,3,3,2,1,4,satisfied
3577,119457,Female,Loyal Customer,21,Personal Travel,Business,899,1,3,1,1,4,1,5,4,5,5,4,4,1,4,9,0,neutral or dissatisfied
3578,126848,Female,Loyal Customer,29,Business travel,Business,2125,2,2,2,2,2,2,2,2,1,2,2,2,2,2,6,0,neutral or dissatisfied
3579,112405,Female,Loyal Customer,44,Business travel,Business,2239,2,2,2,2,2,4,4,5,5,5,5,5,5,4,22,22,satisfied
3580,30023,Male,disloyal Customer,34,Business travel,Eco,725,2,1,1,2,3,1,1,3,3,1,2,1,3,3,21,21,neutral or dissatisfied
3581,21429,Male,disloyal Customer,22,Business travel,Eco,377,3,0,3,2,3,3,2,3,1,2,4,5,3,3,44,38,neutral or dissatisfied
3582,128256,Female,disloyal Customer,33,Business travel,Business,651,1,1,1,2,4,1,5,4,5,3,5,5,4,4,0,0,neutral or dissatisfied
3583,75817,Female,Loyal Customer,26,Personal Travel,Eco Plus,868,3,2,3,3,2,3,2,2,1,4,2,2,3,2,24,17,neutral or dissatisfied
3584,13860,Female,Loyal Customer,30,Personal Travel,Business,667,1,5,1,3,4,1,4,4,3,4,4,3,4,4,4,25,neutral or dissatisfied
3585,13092,Male,disloyal Customer,42,Business travel,Eco,427,2,5,2,2,5,2,5,5,2,5,3,5,4,5,0,12,neutral or dissatisfied
3586,79928,Male,Loyal Customer,51,Business travel,Business,1562,2,2,1,2,5,4,5,4,4,4,4,4,4,5,17,2,satisfied
3587,128234,Male,Loyal Customer,35,Personal Travel,Eco,602,3,4,4,2,5,4,5,5,3,3,5,2,4,5,0,0,neutral or dissatisfied
3588,94551,Female,Loyal Customer,58,Business travel,Business,2880,5,5,5,5,4,5,4,4,4,4,4,4,4,5,11,9,satisfied
3589,16388,Female,Loyal Customer,41,Business travel,Eco,404,4,4,4,4,3,4,3,3,2,1,5,1,5,3,34,24,satisfied
3590,59230,Male,Loyal Customer,40,Business travel,Business,649,4,2,2,2,2,4,4,4,4,4,4,4,4,4,0,0,neutral or dissatisfied
3591,85028,Female,Loyal Customer,23,Personal Travel,Eco,1590,3,4,3,1,2,3,2,2,3,2,5,3,5,2,14,24,neutral or dissatisfied
3592,5910,Female,disloyal Customer,29,Business travel,Eco,173,1,0,1,4,5,1,5,5,5,2,4,5,2,5,3,5,neutral or dissatisfied
3593,61392,Female,disloyal Customer,24,Business travel,Eco,679,5,5,5,3,2,5,2,2,4,3,4,5,5,2,0,0,satisfied
3594,114839,Female,Loyal Customer,53,Business travel,Business,480,3,3,3,3,4,4,4,4,4,4,4,5,4,4,8,1,satisfied
3595,70424,Female,Loyal Customer,55,Business travel,Business,187,0,5,0,1,4,5,4,3,3,3,3,3,3,3,0,8,satisfied
3596,92250,Male,disloyal Customer,25,Business travel,Eco,700,2,3,3,3,3,2,1,3,1,1,4,3,4,3,51,38,neutral or dissatisfied
3597,56104,Female,disloyal Customer,25,Business travel,Eco,2402,2,2,2,4,2,2,5,2,3,1,4,3,3,2,0,0,neutral or dissatisfied
3598,16436,Female,Loyal Customer,37,Business travel,Eco,416,2,2,4,2,2,2,2,2,3,2,3,4,4,2,0,0,neutral or dissatisfied
3599,18834,Male,Loyal Customer,28,Business travel,Business,551,4,4,4,4,5,5,5,5,3,2,3,3,4,5,0,0,satisfied
3600,83778,Male,Loyal Customer,51,Business travel,Business,2848,1,4,2,4,5,2,3,1,1,1,1,4,1,3,8,6,neutral or dissatisfied
3601,89626,Male,Loyal Customer,34,Business travel,Business,3418,5,5,5,5,5,5,5,4,2,4,4,5,5,5,320,320,satisfied
3602,82578,Female,Loyal Customer,57,Business travel,Business,528,2,2,2,2,5,5,5,4,4,4,4,5,4,4,3,0,satisfied
3603,7123,Male,Loyal Customer,17,Personal Travel,Eco Plus,157,4,4,4,1,2,4,2,2,5,3,4,5,5,2,62,110,neutral or dissatisfied
3604,40199,Female,Loyal Customer,28,Business travel,Business,347,1,1,1,1,4,4,4,4,1,3,2,2,4,4,0,0,satisfied
3605,10673,Male,Loyal Customer,46,Business travel,Business,2688,3,3,3,3,2,4,4,4,4,4,4,5,4,3,99,107,satisfied
3606,115509,Female,Loyal Customer,60,Business travel,Business,342,3,3,2,3,3,5,4,5,5,5,5,4,5,5,5,2,satisfied
3607,16981,Male,Loyal Customer,33,Business travel,Business,610,5,5,5,5,1,2,1,1,3,5,5,4,5,1,3,4,satisfied
3608,27083,Female,Loyal Customer,42,Business travel,Eco,2496,4,4,4,4,4,4,3,4,4,4,4,2,4,1,3,0,satisfied
3609,53370,Female,disloyal Customer,45,Business travel,Eco,1452,1,2,2,3,2,1,4,2,1,3,4,2,4,2,2,30,neutral or dissatisfied
3610,120044,Male,Loyal Customer,32,Business travel,Eco,168,3,5,5,5,3,3,3,3,3,5,3,3,3,3,0,0,neutral or dissatisfied
3611,59201,Female,disloyal Customer,22,Business travel,Eco,1044,2,2,2,2,5,2,5,5,4,5,4,4,4,5,0,4,neutral or dissatisfied
3612,85763,Male,Loyal Customer,47,Business travel,Business,666,4,4,4,4,3,5,5,5,5,5,5,5,5,3,0,0,satisfied
3613,92927,Male,disloyal Customer,42,Business travel,Eco,134,3,0,3,2,2,3,2,2,1,2,1,3,3,2,69,66,neutral or dissatisfied
3614,22028,Male,Loyal Customer,44,Business travel,Eco Plus,500,3,1,1,1,3,3,3,3,1,3,4,2,2,3,0,5,satisfied
3615,66251,Female,Loyal Customer,32,Personal Travel,Eco,460,3,2,3,3,2,3,2,2,1,4,4,2,4,2,0,5,neutral or dissatisfied
3616,48657,Female,Loyal Customer,40,Business travel,Business,326,0,0,0,5,4,4,5,5,5,5,5,5,5,5,0,0,satisfied
3617,66691,Female,Loyal Customer,40,Business travel,Business,802,2,2,2,2,2,5,4,4,4,4,4,3,4,5,1,0,satisfied
3618,83074,Female,Loyal Customer,44,Business travel,Eco,1127,4,3,3,3,1,3,3,4,4,4,4,4,4,3,0,0,neutral or dissatisfied
3619,35510,Female,Loyal Customer,9,Personal Travel,Eco,972,2,4,2,3,4,2,4,4,5,4,4,5,5,4,0,10,neutral or dissatisfied
3620,1170,Female,Loyal Customer,59,Personal Travel,Eco,282,4,5,4,3,4,3,3,2,2,4,2,5,2,1,14,16,neutral or dissatisfied
3621,48387,Male,Loyal Customer,47,Personal Travel,Eco,587,1,2,1,3,4,1,4,4,1,1,4,4,4,4,17,,neutral or dissatisfied
3622,66819,Male,Loyal Customer,62,Business travel,Business,731,1,1,1,1,5,4,5,5,5,5,5,4,5,5,43,61,satisfied
3623,126983,Male,Loyal Customer,56,Business travel,Business,1623,5,5,3,5,4,5,5,5,5,5,5,3,5,4,0,0,satisfied
3624,90697,Male,Loyal Customer,34,Business travel,Business,1867,1,1,1,1,4,4,4,5,5,4,5,3,5,5,0,0,satisfied
3625,42182,Male,Loyal Customer,26,Business travel,Eco,550,4,1,1,1,4,4,4,4,2,1,5,3,5,4,0,0,satisfied
3626,62918,Female,Loyal Customer,55,Business travel,Business,1586,1,1,1,1,3,4,4,4,4,4,4,4,4,3,0,0,satisfied
3627,33792,Male,Loyal Customer,42,Business travel,Eco Plus,588,3,3,1,1,2,3,2,2,4,1,4,4,4,2,14,11,neutral or dissatisfied
3628,61621,Male,Loyal Customer,24,Business travel,Business,1504,3,3,3,3,4,4,4,4,4,2,4,4,4,4,0,0,satisfied
3629,81570,Male,Loyal Customer,58,Personal Travel,Eco,936,4,4,4,2,1,4,1,1,4,3,5,3,5,1,0,3,neutral or dissatisfied
3630,73912,Male,Loyal Customer,58,Business travel,Business,2342,2,2,2,2,2,5,4,4,4,4,4,5,4,5,44,21,satisfied
3631,114177,Male,Loyal Customer,47,Business travel,Business,3289,1,2,1,1,5,5,4,4,4,3,4,3,4,4,0,0,satisfied
3632,98735,Female,disloyal Customer,11,Business travel,Eco,1290,1,1,1,3,3,1,3,3,3,2,4,4,3,3,4,46,neutral or dissatisfied
3633,120232,Female,Loyal Customer,15,Personal Travel,Eco,1303,2,5,2,2,2,2,1,2,5,5,5,5,4,2,0,0,neutral or dissatisfied
3634,76983,Male,Loyal Customer,47,Business travel,Business,2613,3,3,3,3,2,5,5,4,4,4,4,5,4,4,14,18,satisfied
3635,37138,Female,Loyal Customer,23,Business travel,Eco,1046,5,1,1,1,5,5,3,5,5,5,2,3,3,5,76,67,satisfied
3636,51499,Female,Loyal Customer,59,Personal Travel,Business,598,3,0,2,5,2,4,5,2,2,2,4,4,2,4,82,77,neutral or dissatisfied
3637,39678,Male,Loyal Customer,74,Business travel,Business,3321,1,5,5,5,4,1,2,1,1,1,1,3,1,1,19,48,neutral or dissatisfied
3638,48416,Female,Loyal Customer,19,Personal Travel,Business,819,2,4,2,2,3,2,3,3,1,4,1,2,3,3,37,50,neutral or dissatisfied
3639,76045,Male,Loyal Customer,25,Personal Travel,Business,669,2,5,3,3,2,3,2,2,4,4,5,3,5,2,0,0,neutral or dissatisfied
3640,114466,Female,Loyal Customer,45,Business travel,Business,371,3,3,3,3,4,4,4,5,5,5,5,3,5,3,8,7,satisfied
3641,4874,Male,Loyal Customer,28,Personal Travel,Eco,408,2,4,2,3,3,2,3,3,5,5,5,4,5,3,0,12,neutral or dissatisfied
3642,104300,Male,Loyal Customer,13,Personal Travel,Eco,440,4,3,4,4,5,4,1,5,3,3,3,4,4,5,2,14,neutral or dissatisfied
3643,111296,Male,Loyal Customer,21,Business travel,Business,2297,3,5,5,5,3,3,3,3,3,2,3,2,4,3,12,8,neutral or dissatisfied
3644,3289,Female,Loyal Customer,29,Personal Travel,Eco,483,1,4,1,3,2,1,2,2,5,1,3,4,4,2,40,40,neutral or dissatisfied
3645,51432,Male,Loyal Customer,50,Personal Travel,Eco Plus,363,1,1,4,4,2,4,2,2,4,2,4,2,4,2,3,0,neutral or dissatisfied
3646,84172,Female,disloyal Customer,23,Business travel,Eco,231,3,1,3,3,3,3,3,3,1,5,4,1,3,3,0,0,neutral or dissatisfied
3647,75830,Male,Loyal Customer,43,Business travel,Business,1437,2,2,2,2,2,5,5,5,5,5,5,3,5,3,0,0,satisfied
3648,31742,Male,Loyal Customer,53,Business travel,Eco Plus,853,2,2,2,2,1,2,1,1,4,5,4,1,4,1,2,2,neutral or dissatisfied
3649,91127,Male,Loyal Customer,17,Personal Travel,Eco,366,3,4,3,3,5,3,5,5,4,3,4,4,5,5,0,0,neutral or dissatisfied
3650,92404,Male,disloyal Customer,35,Business travel,Business,1947,2,2,2,1,1,2,1,1,4,5,3,4,4,1,0,9,neutral or dissatisfied
3651,101345,Male,Loyal Customer,47,Business travel,Business,526,2,4,4,4,3,2,1,2,2,3,2,2,2,4,7,0,neutral or dissatisfied
3652,70849,Male,Loyal Customer,16,Business travel,Business,3262,2,3,1,3,2,2,2,2,4,3,4,2,3,2,77,70,neutral or dissatisfied
3653,108827,Male,Loyal Customer,50,Business travel,Business,2647,5,5,5,5,2,4,4,4,4,4,4,4,4,3,0,0,satisfied
3654,34387,Male,disloyal Customer,22,Business travel,Eco,612,1,4,1,4,2,1,5,2,3,1,4,1,3,2,0,0,neutral or dissatisfied
3655,86872,Male,disloyal Customer,25,Business travel,Business,484,2,0,3,4,1,3,1,1,3,5,5,5,5,1,0,0,neutral or dissatisfied
3656,60252,Male,Loyal Customer,42,Personal Travel,Eco,1546,2,5,2,3,1,2,1,1,4,3,5,3,5,1,0,0,neutral or dissatisfied
3657,71609,Male,Loyal Customer,29,Business travel,Eco,1012,3,5,4,4,3,3,3,3,1,2,3,4,2,3,0,3,neutral or dissatisfied
3658,50712,Male,Loyal Customer,63,Personal Travel,Eco,209,4,2,4,4,5,4,2,5,4,4,3,3,3,5,0,3,neutral or dissatisfied
3659,45531,Female,Loyal Customer,40,Business travel,Business,566,5,5,5,5,1,2,1,5,5,5,5,2,5,5,0,10,satisfied
3660,85971,Male,Loyal Customer,59,Business travel,Business,3824,1,1,1,1,4,5,4,4,4,4,4,4,4,4,3,7,satisfied
3661,37267,Female,Loyal Customer,28,Business travel,Eco,1056,3,1,1,1,3,4,3,3,4,4,2,2,2,3,0,0,satisfied
3662,77325,Female,disloyal Customer,28,Business travel,Business,532,2,2,2,2,2,2,5,2,5,4,4,5,5,2,0,0,neutral or dissatisfied
3663,120146,Female,Loyal Customer,20,Personal Travel,Eco,1475,5,4,5,4,2,5,2,2,1,5,2,4,3,2,0,0,satisfied
3664,62082,Male,Loyal Customer,57,Business travel,Eco Plus,2475,2,4,4,4,1,2,1,1,1,3,3,1,3,1,0,0,neutral or dissatisfied
3665,41977,Female,Loyal Customer,35,Personal Travel,Eco,575,4,5,4,4,1,4,1,1,3,3,5,5,4,1,0,0,neutral or dissatisfied
3666,6962,Female,disloyal Customer,47,Business travel,Business,436,1,1,1,3,5,1,5,5,4,3,4,5,5,5,7,0,neutral or dissatisfied
3667,69520,Female,Loyal Customer,50,Business travel,Business,2475,5,5,5,5,4,4,4,5,3,4,5,4,4,4,0,35,satisfied
3668,25207,Male,disloyal Customer,14,Business travel,Eco,787,3,3,3,4,2,3,2,2,3,1,3,3,3,2,106,107,neutral or dissatisfied
3669,35662,Female,Loyal Customer,23,Business travel,Business,2475,1,1,1,1,2,2,2,5,4,3,4,2,2,2,14,82,satisfied
3670,30028,Female,Loyal Customer,52,Business travel,Eco,399,5,2,2,2,2,1,4,5,5,5,5,2,5,1,84,84,satisfied
3671,111389,Male,Loyal Customer,28,Personal Travel,Eco,1173,1,1,0,1,2,0,2,2,1,2,1,4,2,2,0,0,neutral or dissatisfied
3672,14452,Female,disloyal Customer,29,Business travel,Eco,761,2,2,2,4,3,2,3,3,2,3,3,2,4,3,0,0,neutral or dissatisfied
3673,60008,Female,Loyal Customer,41,Personal Travel,Eco,937,2,2,2,4,2,2,2,2,1,4,4,1,4,2,0,0,neutral or dissatisfied
3674,58385,Male,Loyal Customer,51,Business travel,Business,1833,1,1,3,1,3,4,4,4,4,4,4,5,4,5,2,0,satisfied
3675,1064,Female,Loyal Customer,31,Personal Travel,Eco,354,4,4,3,1,3,5,1,4,5,5,5,1,5,1,200,201,neutral or dissatisfied
3676,539,Female,Loyal Customer,46,Business travel,Business,3437,5,5,5,5,5,4,4,5,5,5,5,5,5,3,58,53,satisfied
3677,108488,Male,Loyal Customer,51,Business travel,Eco,570,1,3,5,5,2,1,2,2,1,5,4,2,4,2,0,0,neutral or dissatisfied
3678,91318,Female,disloyal Customer,23,Business travel,Business,545,1,3,1,3,4,1,4,4,3,4,3,1,3,4,5,17,neutral or dissatisfied
3679,59798,Male,Loyal Customer,28,Business travel,Business,1065,3,3,3,3,4,4,4,4,5,5,5,4,4,4,134,133,satisfied
3680,98409,Male,Loyal Customer,28,Personal Travel,Eco,675,4,1,4,4,5,4,5,5,4,4,4,1,3,5,0,0,neutral or dissatisfied
3681,128849,Female,Loyal Customer,18,Personal Travel,Eco,2586,4,4,4,3,4,1,1,4,3,3,5,1,3,1,248,271,neutral or dissatisfied
3682,46113,Male,Loyal Customer,16,Personal Travel,Eco,1085,3,4,3,3,4,3,4,4,4,2,5,3,5,4,0,2,neutral or dissatisfied
3683,101976,Male,Loyal Customer,32,Personal Travel,Eco,628,3,1,3,2,5,3,5,5,2,3,3,4,3,5,20,14,neutral or dissatisfied
3684,91860,Male,Loyal Customer,58,Personal Travel,Business,1995,4,3,4,4,4,4,3,5,5,4,5,1,5,2,0,0,neutral or dissatisfied
3685,21,Female,Loyal Customer,14,Personal Travel,Eco,853,3,1,3,3,4,3,4,4,1,3,2,4,3,4,12,1,neutral or dissatisfied
3686,106477,Female,Loyal Customer,45,Business travel,Business,1624,2,2,2,2,5,4,4,5,5,5,5,3,5,5,9,0,satisfied
3687,12456,Male,disloyal Customer,19,Personal Travel,Eco,253,5,4,0,5,3,0,4,3,2,3,2,1,4,3,0,0,satisfied
3688,76178,Female,Loyal Customer,30,Business travel,Business,2422,3,3,3,3,4,4,4,4,3,2,4,4,4,4,0,0,satisfied
3689,34421,Male,Loyal Customer,13,Business travel,Eco Plus,612,3,4,4,4,3,3,4,3,1,1,4,4,4,3,0,12,neutral or dissatisfied
3690,73046,Male,Loyal Customer,43,Personal Travel,Eco,1096,4,3,4,3,2,4,2,2,2,4,4,4,4,2,0,0,satisfied
3691,12099,Male,disloyal Customer,26,Business travel,Eco,1034,4,4,4,2,3,4,5,3,4,1,2,1,1,3,64,47,satisfied
3692,55761,Male,Loyal Customer,41,Business travel,Business,224,0,0,0,3,2,5,4,2,2,2,2,4,2,3,0,0,satisfied
3693,54071,Female,Loyal Customer,52,Business travel,Business,1416,4,4,4,4,5,4,4,4,4,4,4,3,4,1,0,0,neutral or dissatisfied
3694,121345,Female,Loyal Customer,33,Business travel,Business,430,3,2,2,2,1,3,3,3,3,4,3,4,3,3,3,2,neutral or dissatisfied
3695,37791,Male,Loyal Customer,49,Business travel,Eco Plus,1074,4,1,1,1,4,4,4,4,3,4,5,3,2,4,0,0,satisfied
3696,7938,Male,disloyal Customer,20,Business travel,Business,594,4,5,4,2,3,4,3,3,5,3,5,5,4,3,0,0,satisfied
3697,70504,Male,Loyal Customer,51,Personal Travel,Eco,867,3,2,3,2,4,3,4,4,3,2,2,4,2,4,2,0,neutral or dissatisfied
3698,63445,Male,Loyal Customer,30,Personal Travel,Eco,447,3,4,3,3,5,3,5,5,4,3,4,4,4,5,42,27,neutral or dissatisfied
3699,41220,Male,Loyal Customer,34,Personal Travel,Eco Plus,1091,0,3,0,4,1,0,2,1,2,5,3,1,3,1,0,2,satisfied
3700,127822,Female,Loyal Customer,41,Personal Travel,Eco,1262,5,5,5,3,1,5,1,1,3,3,4,4,5,1,0,0,satisfied
3701,59665,Female,Loyal Customer,40,Personal Travel,Eco,854,3,5,3,3,4,3,4,4,5,5,5,5,5,4,0,0,neutral or dissatisfied
3702,127283,Male,Loyal Customer,7,Personal Travel,Eco,1107,3,2,3,2,3,3,3,3,2,1,2,2,3,3,0,0,neutral or dissatisfied
3703,44470,Male,Loyal Customer,23,Personal Travel,Eco,196,0,5,0,1,2,0,2,2,4,1,5,1,5,2,18,13,satisfied
3704,24788,Female,Loyal Customer,54,Personal Travel,Eco,528,4,1,4,4,4,4,4,3,3,4,3,3,3,4,0,0,neutral or dissatisfied
3705,39983,Female,Loyal Customer,9,Personal Travel,Eco,1262,3,4,2,4,3,2,3,3,3,2,5,3,4,3,0,0,neutral or dissatisfied
3706,9287,Female,Loyal Customer,9,Personal Travel,Eco,1190,4,4,4,3,4,4,4,4,4,4,4,5,5,4,0,0,satisfied
3707,103092,Female,Loyal Customer,55,Personal Travel,Eco,687,2,4,1,5,2,4,4,4,4,1,4,3,4,3,0,0,neutral or dissatisfied
3708,33812,Male,Loyal Customer,50,Business travel,Business,1428,3,1,1,1,2,3,3,3,3,3,3,3,3,1,0,0,neutral or dissatisfied
3709,53551,Female,disloyal Customer,48,Business travel,Eco,960,2,2,2,1,3,2,2,3,1,4,5,5,5,3,32,2,neutral or dissatisfied
3710,650,Male,Loyal Customer,58,Business travel,Business,3593,4,4,5,4,4,4,4,2,2,2,2,4,2,5,0,0,satisfied
3711,62855,Female,disloyal Customer,41,Business travel,Business,2446,1,1,1,3,4,1,4,4,5,5,4,3,4,4,2,0,neutral or dissatisfied
3712,49623,Female,Loyal Customer,39,Business travel,Business,89,4,3,3,3,3,4,3,2,2,2,4,2,2,3,0,0,neutral or dissatisfied
3713,36792,Female,Loyal Customer,25,Personal Travel,Eco,2611,4,3,4,4,4,1,1,4,3,4,3,1,2,1,53,71,neutral or dissatisfied
3714,72954,Male,Loyal Customer,28,Business travel,Business,2136,2,1,1,1,2,2,2,2,3,2,3,2,3,2,23,96,neutral or dissatisfied
3715,46059,Male,Loyal Customer,53,Personal Travel,Eco,996,2,5,2,4,2,2,2,2,4,2,5,5,4,2,8,31,neutral or dissatisfied
3716,96251,Male,Loyal Customer,15,Personal Travel,Eco,546,3,3,3,2,2,3,4,2,4,1,1,4,3,2,37,37,neutral or dissatisfied
3717,125905,Male,Loyal Customer,26,Personal Travel,Eco,861,1,2,1,4,1,4,4,4,5,3,3,4,1,4,158,152,neutral or dissatisfied
3718,59768,Female,Loyal Customer,33,Business travel,Business,1987,4,4,4,4,3,4,3,4,4,4,4,2,4,1,1,0,neutral or dissatisfied
3719,7936,Female,Loyal Customer,44,Business travel,Business,3555,2,2,5,2,2,4,5,5,5,5,5,5,5,5,0,1,satisfied
3720,22735,Female,Loyal Customer,40,Business travel,Eco,147,4,4,4,4,4,4,4,4,4,5,1,4,2,4,0,0,satisfied
3721,117739,Male,Loyal Customer,60,Business travel,Business,3123,2,1,1,1,3,4,3,2,2,2,2,4,2,4,3,0,neutral or dissatisfied
3722,109989,Male,disloyal Customer,23,Business travel,Business,1165,4,0,4,2,1,4,1,1,3,2,5,4,5,1,79,63,satisfied
3723,123755,Female,Loyal Customer,36,Business travel,Business,3394,5,5,5,5,5,4,5,4,4,4,4,5,4,3,0,9,satisfied
3724,117144,Male,Loyal Customer,63,Personal Travel,Eco,304,2,5,2,3,1,2,1,1,3,5,5,4,5,1,4,0,neutral or dissatisfied
3725,69121,Female,Loyal Customer,35,Business travel,Business,1598,1,1,1,1,5,1,4,5,5,5,5,3,5,2,0,0,satisfied
3726,25641,Female,Loyal Customer,34,Personal Travel,Eco,526,3,5,3,1,5,3,5,5,4,4,5,5,5,5,8,9,neutral or dissatisfied
3727,28277,Male,Loyal Customer,55,Business travel,Business,902,5,5,5,5,3,3,3,2,4,1,5,3,2,3,57,30,satisfied
3728,36908,Female,Loyal Customer,55,Personal Travel,Eco,2072,2,5,2,3,4,4,4,5,5,2,1,5,5,4,0,0,neutral or dissatisfied
3729,61384,Female,Loyal Customer,12,Business travel,Business,3496,4,4,5,4,4,4,4,4,3,5,4,3,4,4,0,0,satisfied
3730,46209,Male,Loyal Customer,21,Personal Travel,Business,679,2,5,2,4,4,2,4,4,3,3,5,4,4,4,46,58,neutral or dissatisfied
3731,72329,Female,Loyal Customer,54,Business travel,Business,3305,5,5,2,5,2,5,5,4,4,4,4,4,4,5,11,41,satisfied
3732,12,Female,disloyal Customer,27,Business travel,Business,421,1,2,2,4,1,2,2,1,2,5,4,1,3,1,20,21,neutral or dissatisfied
3733,23742,Male,Loyal Customer,40,Business travel,Eco Plus,639,4,2,2,2,4,4,4,4,3,2,4,1,4,4,14,8,satisfied
3734,48439,Female,Loyal Customer,32,Business travel,Business,1857,5,5,5,5,3,4,3,3,4,1,5,4,1,3,0,0,satisfied
3735,97595,Male,Loyal Customer,57,Business travel,Business,442,2,1,1,1,2,3,4,2,2,2,2,4,2,1,0,0,neutral or dissatisfied
3736,77841,Male,Loyal Customer,25,Business travel,Business,1579,3,3,3,3,5,5,5,5,5,5,4,5,5,5,240,280,satisfied
3737,49646,Female,Loyal Customer,56,Business travel,Business,1663,5,5,5,5,2,2,4,4,4,4,5,2,4,1,4,11,satisfied
3738,61436,Male,Loyal Customer,47,Business travel,Business,2288,2,2,2,2,5,5,5,5,5,4,5,5,5,5,4,0,satisfied
3739,90918,Male,disloyal Customer,41,Business travel,Eco,406,2,0,2,5,4,2,4,4,2,4,2,3,4,4,0,0,neutral or dissatisfied
3740,77930,Female,Loyal Customer,59,Business travel,Business,2533,1,1,1,1,4,4,4,4,4,4,4,4,4,3,11,23,satisfied
3741,61519,Female,Loyal Customer,8,Personal Travel,Eco,2288,2,2,2,4,2,2,2,2,3,2,4,1,4,2,0,0,neutral or dissatisfied
3742,14125,Male,Loyal Customer,45,Business travel,Business,528,1,1,1,1,2,2,1,5,5,5,5,5,5,3,0,10,satisfied
3743,88548,Male,Loyal Customer,25,Personal Travel,Eco,515,4,5,4,4,4,4,4,4,5,4,4,4,5,4,0,10,satisfied
3744,21217,Male,disloyal Customer,21,Business travel,Eco,153,1,2,1,4,5,1,1,5,4,2,4,4,3,5,0,0,neutral or dissatisfied
3745,123771,Female,disloyal Customer,33,Business travel,Business,544,1,1,1,3,5,1,4,5,1,3,4,4,4,5,0,27,neutral or dissatisfied
3746,100496,Male,Loyal Customer,60,Business travel,Eco,759,3,4,4,4,2,3,2,2,3,5,4,4,3,2,29,15,neutral or dissatisfied
3747,62932,Male,Loyal Customer,52,Business travel,Business,2565,4,4,4,4,3,4,5,4,4,4,4,5,4,5,9,7,satisfied
3748,62892,Male,disloyal Customer,24,Business travel,Business,776,4,0,4,4,2,4,1,2,4,5,5,3,4,2,51,42,satisfied
3749,28306,Female,Loyal Customer,28,Business travel,Business,867,3,3,1,1,3,3,3,3,3,3,3,2,4,3,0,0,neutral or dissatisfied
3750,107327,Male,disloyal Customer,23,Business travel,Business,632,4,5,4,4,4,2,2,5,3,5,5,2,3,2,154,141,satisfied
3751,67224,Female,Loyal Customer,68,Personal Travel,Eco,1119,3,4,3,4,3,3,2,3,3,3,1,3,3,3,40,31,neutral or dissatisfied
3752,24722,Male,Loyal Customer,38,Business travel,Business,3464,1,0,0,3,1,4,3,5,5,0,5,2,5,1,0,0,neutral or dissatisfied
3753,35340,Female,Loyal Customer,54,Business travel,Business,1074,3,3,5,3,1,3,2,3,3,3,3,2,3,3,0,3,neutral or dissatisfied
3754,19399,Male,Loyal Customer,42,Business travel,Eco,261,4,2,2,2,4,4,4,4,1,4,3,2,4,4,0,0,satisfied
